Time(s),Value(mm)
59.16,3.72936957046903
59.18,3.72387167503094
59.2,3.71837377959284
59.22,3.71287588415475
59.24,3.70737798871665
59.26,3.70188009327856
59.28,3.69638219784046
59.3,3.69088430240236
59.32,3.68538640696427
59.34,3.67988851152617
59.36,3.67439061608808
59.38,3.66889272064998
59.4,3.66339482521189
59.42,3.65789692977379
59.44,3.6523990343357
59.46,3.6469011388976
59.48,3.6414032434595
59.5,3.63590534802141
59.52,3.63040745258331
59.54,3.62490955714522
59.56,3.61941166170712
59.58,3.61391376626903
59.6,3.60841587083093
59.62,3.60291797539284
59.64,3.59742007995474
59.66,3.59192218451664
59.68,3.58642428907855
59.7,3.58092639364045
59.72,3.57542849820236
59.74,3.56993060276426
59.76,3.56443270732617
59.78,3.55893481188807
59.8,3.55343691644997
59.82,3.54793902101188
59.84,3.54244112557378
59.86,3.53694323013569
59.88,3.53144533469759
59.9,3.5259474392595
59.92,3.5204495438214
59.94,3.51495164838331
59.96,3.50945375294521
59.98,3.50395585750711
60,3.49845796206902
60.02,3.49296006663092
60.04,3.48746217119283
60.06,3.48196427575473
60.08,3.47646638031664
60.1,3.47096848487854
60.12,3.46547058944044
60.14,3.45997269400235
60.16,3.45447479856425
60.18,3.44897690312616
60.2,3.44347900768806
60.22,3.43798111224997
60.24,3.43248321681187
60.26,3.42698532137377
60.28,3.42148742593568
60.3,3.41598953049758
60.32,3.41049163505949
60.34,3.40499373962139
60.36,3.3994958441833
60.38,3.3939979487452
60.4,3.38850005330711
60.42,3.38300215786901
60.44,3.37750426243091
60.46,3.37200636699282
60.48,3.36650847155472
60.5,3.36101057611663
60.52,3.35551268067853
60.54,3.35001478524044
60.56,3.34451688980234
60.58,3.33901899436425
60.6,3.33352109892615
60.62,3.32802320348805
60.64,3.32252530804996
60.66,3.31702741261186
60.68,3.31152951717377
60.7,3.30603162173567
60.72,3.30053372629758
60.74,3.29503583085948
60.76,3.28953793542138
60.78,3.28404003998329
60.8,3.27854214454519
60.82,3.2730442491071
60.84,3.267546353669
60.86,3.26204845823091
60.88,3.25655056279281
60.9,3.25105266735472
60.92,3.24555477191662
60.94,3.24005687647852
60.96,3.23455898104043
60.98,3.22906108560233
61,3.22356319016424
61.02,3.21806529472614
61.04,3.21256739928805
61.06,3.20706950384995
61.08,3.20157160841185
61.1,3.19607371297376
61.12,3.19057581753566
61.14,3.18507792209757
61.16,3.17958002665947
61.18,3.17408213122138
61.2,3.16858423578328
61.22,3.16308634034519
61.24,3.15758844490709
61.26,3.15758844490709
61.28,3.46960365772247
61.3,3.78711676597595
61.32,3.92235493659973
61.34,4.02710628509521
61.36,4.02710628509521
61.38,3.93870067596436
61.4,3.90810918807983
61.42,3.90810918807983
61.44,3.94022634154872
61.46,3.94022634154872
61.48,3.9299486185375
61.5,3.91967089552628
61.52,3.90939317251507
61.54,3.89911544950385
61.56,3.88883772649263
61.58,3.87856000348141
61.6,3.8682822804702
61.62,3.85800455745898
61.64,3.84772683444776
61.66,3.83744911143654
61.68,3.82717138842533
61.7,3.81689366541411
61.72,3.80661594240289
61.74,3.79633821939167
61.76,3.78606049638045
61.78,3.77578277336924
61.8,3.76550505035802
61.82,3.7552273273468
61.84,3.58375906944275
61.86,3.4122908115387
61.88,3.24082255363464
61.9,3.24082255363464
61.92,3.29637332757314
61.94,3.58494631449381
61.96,3.87351930141449
61.98,4.16209228833516
62,4.45066527525584
62.02,4.4950156211853
62.04,4.4950156211853
62.06,4.25079298019409
62.08,4.06059503555298
62.1,3.99608182907104
62.12,3.9919687906901
62.14,3.98785575230916
62.16,3.9837546807069
62.18,3.9837546807069
62.2,3.98376664748559
62.22,3.98377861426427
62.24,3.98379058104295
62.26,3.98380254782163
62.28,3.98381451460031
62.3,3.983826481379
62.32,3.98383844815768
62.34,3.98385041493636
62.36,3.98386238171504
62.38,3.98387434849372
62.4,3.9838863152724
62.42,3.98389828205109
62.44,3.98391024882977
62.46,3.98392221560845
62.48,3.98393418238713
62.5,3.98394614916581
62.52,3.9839581159445
62.54,3.98397008272318
62.56,3.98398204950186
62.58,3.98399401628054
62.6,3.98400598305922
62.62,3.9840179498379
62.64,3.98402991661659
62.66,3.98404188339527
62.68,3.98405385017395
62.7,3.98646092414856
62.72,3.99450063705444
62.74,3.99450063705444
62.76,3.99357390403748
62.78,3.99007725715637
62.8,3.98751378059387
62.82,3.98698949813843
62.84,3.9856972694397
62.86,3.9856972694397
62.88,3.98949956893921
62.9,3.98966217041016
62.92,3.98966217041016
62.94,3.98890686035156
62.96,3.98890686035156
62.98,3.99270844459534
63,3.99270844459534
63.02,3.99143433570862
63.04,3.98839998245239
63.06,3.98536562919617
63.08,3.98233127593994
63.1,3.97929692268372
63.12,3.97626256942749
63.14,3.97322821617126
63.16,3.97019386291504
63.18,3.96715950965881
63.2,3.96412515640259
63.22,3.96109080314636
63.24,3.95805644989014
63.26,3.95502209663391
63.28,3.95198774337769
63.3,3.94895339012146
63.32,3.94591903686523
63.34,3.94288468360901
63.36,3.93985033035278
63.38,3.93681597709656
63.4,3.93378162384033
63.42,3.93074727058411
63.44,3.92771291732788
63.46,3.92467856407166
63.48,3.92164421081543
63.5,3.9186098575592
63.52,3.91557550430298
63.54,3.91254115104675
63.56,3.90950679779053
63.58,3.9064724445343
63.6,3.90343809127808
63.62,3.90040373802185
63.64,3.89736938476563
63.66,3.8943350315094
63.68,3.89130067825317
63.7,3.88826632499695
63.72,3.88523197174072
63.74,3.8821976184845
63.76,3.87916326522827
63.78,3.87612891197205
63.8,3.87309455871582
63.82,3.87006020545959
63.84,3.86702585220337
63.86,3.86399149894714
63.88,3.86095714569092
63.9,3.85792279243469
63.92,3.85488843917847
63.94,3.85185408592224
63.96,3.84881973266602
63.98,3.84578537940979
64,3.84275102615356
64.02,3.8246933221817
64.04,3.81222173571587
64.06,3.81222173571587
64.08,3.81780785322189
64.1,3.82339397072792
64.12,3.82898008823395
64.14,3.83456620573997
64.16,3.840152323246
64.18,3.84573844075203
64.2,3.85132455825806
64.22,3.85691067576408
64.24,3.86249679327011
64.26,3.86808291077614
64.28,3.87366902828217
64.3,3.87925514578819
64.32,3.88484126329422
64.34,3.89042738080025
64.36,3.89601349830627
64.38,3.93835854530334
64.4,4.04827547073364
64.42,4.09066009521484
64.44,4.09066009521484
64.46,3.99003410339355
64.48,3.92532658576965
64.5,3.88630986213684
64.52,3.86921906471252
64.54,3.86803936958313
64.56,3.86020565032959
64.58,3.85472130775452
64.6,3.83130216598511
64.62,3.79396438598633
64.64,3.73740601539612
64.66,3.68096709251404
64.68,3.64800643920898
64.7,3.59384655952454
64.72,3.59004735946655
64.74,3.57158541679382
64.76,3.55302357673645
64.78,3.53922986984253
64.8,3.50965166091919
64.82,3.46252894150583
64.84,3.46252894150583
64.86,3.46523642038044
64.88,3.46794389925505
64.9,3.47065137812966
64.92,3.47335885700427
64.94,3.47606633587887
64.96,3.47877381475348
64.98,3.48148129362809
65,3.4841887725027
65.02,3.48689625137731
65.04,3.48960373025191
65.06,3.49231120912652
65.08,3.49501868800113
65.1,3.49772616687574
65.12,3.50043364575035
65.14,3.50314112462496
65.16,3.50584860349956
65.18,3.50855608237417
65.2,3.51126356124878
65.22,3.51397104012339
65.24,3.516678518998
65.26,3.5193859978726
65.28,3.52209347674721
65.3,3.52480095562182
65.32,3.52750843449643
65.34,3.53021591337104
65.36,3.53292339224564
65.38,3.53563087112025
65.4,3.53833834999486
65.42,3.54104582886947
65.44,3.54375330774408
65.46,3.54646078661868
65.48,3.54916826549329
65.5,3.5518757443679
65.52,3.55458322324251
65.54,3.55729070211712
65.56,3.55999818099172
65.58,3.56270565986633
65.6,3.56541313874094
65.62,3.56812061761555
65.64,3.57082809649016
65.66,3.57353557536477
65.68,3.57624305423937
65.7,3.57895053311398
65.72,3.58165801198859
65.74,3.5843654908632
65.76,3.58707296973781
65.78,3.58978044861241
65.8,3.59248792748702
65.82,3.59519540636163
65.84,3.59790288523624
65.86,3.60061036411085
65.88,3.60331784298545
65.9,3.60602532186006
65.92,3.60873280073467
65.94,3.61144027960928
65.96,3.61414775848389
65.98,3.61685523735849
66,3.6195627162331
66.02,3.62227019510771
66.04,3.62497767398232
66.06,3.62768515285693
66.08,3.63039263173154
66.1,3.63310011060614
66.12,3.63580758948075
66.14,3.63851506835536
66.16,3.64122254722997
66.18,3.64393002610458
66.2,3.64663750497918
66.22,3.64934498385379
66.24,3.6520524627284
66.26,3.65475994160301
66.28,3.65746742047762
66.3,3.66017489935222
66.32,3.66288237822683
66.34,3.66558985710144
66.36,3.66829733597605
66.38,3.67100481485066
66.4,3.67371229372526
66.42,3.67641977259987
66.44,3.67912725147448
66.46,3.68183473034909
66.48,3.6845422092237
66.5,3.68724968809831
66.52,3.68995716697291
66.54,3.69266464584752
66.56,3.69537212472213
66.58,3.69807960359674
66.6,3.70078708247135
66.62,3.70349456134595
66.64,3.70620204022056
66.66,3.70890951909517
66.68,3.71161699796978
66.7,3.71432447684439
66.72,3.71703195571899
66.74,3.97988057136536
66.76,4.24272918701172
66.78,4.36539030075073
66.8,4.36539030075073
66.82,4.33609914779663
66.84,4.33609914779663
66.86,4.36565637588501
66.88,4.4299693107605
66.9,4.43907165527344
66.92,4.43907165527344
66.94,4.39112710952759
66.96,4.34639358520508
66.98,4.2393479347229
67,4.19723653793335
67.02,3.76350736618042
67.04,3.74407560825348
67.06,3.72464385032654
67.08,3.7052120923996
67.1,3.68578033447266
67.12,3.66634857654572
67.14,3.64691681861877
67.16,3.62748506069183
67.18,3.60805330276489
67.2,3.58862154483795
67.22,3.56918978691101
67.24,3.54975802898407
67.26,3.53032627105713
67.28,3.51089451313019
67.3,3.49146275520325
67.32,3.47203099727631
67.34,3.45259923934937
67.36,3.43316748142242
67.38,3.41373572349548
67.4,3.39430396556854
67.42,3.3748722076416
67.44,3.2933828830719
67.46,3.2752640777164
67.48,3.2752640777164
67.5,3.32047425376044
67.52,3.36568442980448
67.54,3.41089460584852
67.56,3.45610478189256
67.58,3.5013149579366
67.6,3.54652513398065
67.62,3.59173531002469
67.64,3.63694548606873
67.66,3.79639458656311
67.68,3.8260543346405
67.7,3.85755896568298
67.72,3.85911917686462
67.74,3.85911917686462
67.76,3.85665273666382
67.78,3.85615968704224
67.8,3.85576820373535
67.82,3.85537672042847
67.84,3.85537672042847
67.86,3.87556576728821
67.88,3.87556576728821
67.9,3.86428689956665
67.92,3.86428689956665
67.94,3.86449027061462
67.96,3.86449027061462
67.98,3.86449027061462
68,4.12862253189087
68.02,4.12862253189087
68.04,4.08176374435425
68.06,4.05721712112427
68.08,4.03479909896851
68.1,4.02455615997314
68.12,4.01569700241089
68.14,4.00628852844238
68.16,4.00628852844238
68.18,4.00628852844238
68.2,3.95517206192017
68.22,3.91706299781799
68.24,3.90435004234314
68.26,3.88530945777893
68.28,3.8789393901825
68.3,3.87843251228333
68.32,3.87513399124146
68.34,3.86980271339417
68.36,3.85530805587769
68.38,3.84353637695313
68.4,3.84318733215332
68.42,3.83843183517456
68.44,3.83843183517456
68.46,3.83440685272217
68.48,3.82613492012024
68.5,3.80942749977112
68.52,3.79334139823914
68.54,3.79334139823914
68.56,3.80397462844849
68.58,3.91866898536682
68.6,3.91866898536682
68.62,3.91759824752808
68.64,3.908043384552
68.66,3.90154528617859
68.68,3.90117716789246
68.7,3.90080904960632
68.72,3.90044093132019
68.74,3.90007281303406
68.76,3.89970469474792
68.78,3.89933657646179
68.8,3.89896845817566
68.82,3.89860033988953
68.84,3.89823222160339
68.86,3.89786410331726
68.88,3.88520693778992
68.9,3.88520693778992
68.92,3.88617873191833
68.94,3.88715052604675
68.96,3.88752384185791
68.98,3.88789715766907
69,3.88827047348022
69.02,3.88864378929138
69.04,3.88901710510254
69.06,3.8893904209137
69.08,3.88976373672485
69.1,3.89013705253601
69.12,3.89051036834717
69.14,3.89088368415833
69.16,3.89125699996948
69.18,3.89163031578064
69.2,3.8920036315918
69.22,3.89237694740295
69.24,3.89275026321411
69.26,3.89312357902527
69.28,3.89349689483643
69.3,3.89387021064758
69.32,3.89424352645874
69.34,3.8946168422699
69.36,3.89499015808105
69.38,3.89536347389221
69.4,3.89573678970337
69.42,3.89611010551453
69.44,3.89648342132568
69.46,3.89685673713684
69.48,3.897230052948
69.5,3.89760336875916
69.52,3.89797668457031
69.54,3.89835000038147
69.56,3.96244931221008
69.58,3.96244931221008
69.6,3.84057807922363
69.62,3.82913041114807
69.64,3.82913041114807
69.66,3.85225987434387
69.68,3.85778021812439
69.7,3.85778021812439
69.72,3.85616946220398
69.74,3.85616946220398
69.76,3.86534595489502
69.78,3.86534595489502
69.8,3.86077761650085
69.82,3.86077761650085
69.84,3.89637494087219
69.86,3.91271217664083
69.88,3.91271217664083
69.9,3.9126128355662
69.92,3.91251349449158
69.94,3.91241415341695
69.96,3.91231481234233
69.98,3.9122154712677
70,3.91211613019307
70.02,3.91201678911845
70.04,3.91191744804382
70.06,3.9118181069692
70.08,3.91171876589457
70.1,3.91161942481995
70.12,3.91152008374532
70.14,3.91142074267069
70.16,3.91132140159607
70.18,3.91122206052144
70.2,3.91112271944682
70.22,3.91102337837219
70.24,3.91092403729757
70.26,3.91082469622294
70.28,3.91072535514832
70.3,3.91062601407369
70.32,3.91052667299906
70.34,3.91052667299906
70.36,3.93625354766846
70.38,3.93753671646118
70.4,3.95268895890978
70.42,3.96784120135837
70.44,3.98299344380697
70.46,3.99814568625556
70.48,4.01329792870416
70.5,4.02845017115275
70.52,4.04360241360135
70.54,4.05875465604994
70.56,4.05875465604994
70.58,4.04879713058472
70.6,4.0178689956665
70.62,3.98996520042419
70.64,3.98131632804871
70.66,3.96980404853821
70.68,3.95960056781769
70.7,3.94939708709717
70.72,3.94939708709717
70.74,3.96491360664368
70.76,3.96737337112427
70.78,3.97143006324768
70.8,3.97143006324768
70.82,3.97150659561157
70.84,3.98142719268799
70.86,3.98142719268799
70.88,3.97712159156799
70.9,3.97509145736694
70.92,3.96577334403992
70.94,3.95496392250061
70.96,3.94247698783875
70.98,3.93702554702759
71,3.93012976646423
71.02,3.92136939366659
71.04,3.91260902086894
71.06,3.90384864807129
71.08,3.90384864807129
71.1,3.91295698285103
71.12,3.93305569887161
71.14,3.9531544148922
71.16,3.97325313091278
71.18,3.99335184693336
71.2,4.01345056295395
71.22,4.03354927897453
71.24,4.03354927897453
71.26,3.91789507865906
71.28,3.88815212249756
71.3,3.87822866439819
71.32,3.87822866439819
71.34,3.87132215499878
71.36,3.86295413970947
71.38,3.84690451622009
71.4,3.84627938270569
71.42,3.84627938270569
71.44,3.85569286346436
71.46,3.87311053276062
71.48,3.912837266922
71.5,3.9749139547348
71.52,4.00667452812195
71.54,4.00667452812195
71.56,3.97635841369629
71.58,3.96521711349487
71.6,3.96394467353821
71.62,3.95227527618408
71.64,3.95227527618408
71.66,3.94558000564575
71.68,3.93761992454529
71.7,3.93651175498962
71.72,3.93404841423035
71.74,3.92480063438416
71.76,3.91555285453796
71.78,3.89974403381348
71.8,3.89555549621582
71.82,3.89555549621582
71.84,3.90320944786072
71.86,3.90391206741333
71.88,3.90391206741333
71.9,3.88759517669678
71.92,3.86426472663879
71.94,3.85617876052856
71.96,3.85617876052856
71.98,3.86138439178467
72,3.86659002304077
72.02,3.86659002304077
72.04,3.84735751152039
72.06,3.83279824256897
72.08,3.82631278038025
72.1,3.82520985603333
72.12,3.82631278038025
72.14,3.83210039138794
72.16,3.83658504486084
72.18,3.83900141716003
72.2,3.83900141716003
72.22,3.83794140815735
72.24,3.83682560920715
72.26,3.83046078681946
72.28,3.81576418876648
72.3,3.81136608123779
72.32,3.81136608123779
72.34,3.8060474395752
72.36,3.80583071708679
72.38,3.80177330970764
72.4,3.80156636238098
72.42,3.79420804977417
72.44,3.78625059127808
72.46,3.78155255317688
72.48,3.77655029296875
72.5,3.77051639556885
72.52,3.76732969284058
72.54,3.76089644432068
72.56,3.7591245174408
72.58,3.7586977481842
72.6,3.7579174041748
72.62,3.7572135925293
72.64,3.74632358551025
72.66,3.74632358551025
72.68,3.74718141555786
72.7,3.74741339683533
72.72,3.75393795967102
72.74,3.75393795967102
72.76,3.75393795967102
72.78,3.7586510181427
72.8,3.7586510181427
72.82,3.75921058654785
72.84,3.75966262817383
72.86,3.75999236106873
72.88,3.76229333877563
72.9,3.76455020904541
72.92,3.76624941825867
72.94,3.76812958717346
72.96,3.77015924453735
72.98,3.78674864768982
73,3.79362916946411
73.02,3.79362916946411
73.04,3.79504823684692
73.06,3.79654240608215
73.08,3.79654240608215
73.1,3.79107713699341
73.12,3.7848687171936
73.14,3.78464007377625
73.16,3.7833685874939
73.18,3.78303980827332
73.2,3.78280305862427
73.22,3.78185153007507
73.24,3.78021693229675
73.26,3.7782781124115
73.28,3.7782781124115
73.3,3.77958559989929
73.32,3.77958559989929
73.34,3.779452085495
73.36,3.77079427242279
73.38,3.76758337020874
73.4,3.76213645935059
73.42,3.76613855361938
73.44,3.76613855361938
73.46,3.77729463577271
73.48,3.78931975364685
73.5,3.79766612052917
73.52,3.79766612052917
73.54,3.78848085403442
73.56,3.77929558753967
73.58,3.77011032104492
73.6,3.76092505455017
73.62,3.75173978805542
73.64,3.74255452156067
73.66,3.73336925506592
73.68,3.72418398857117
73.7,3.71499872207642
73.72,3.70581345558166
73.74,3.69662818908691
73.76,3.68744292259216
73.78,3.67825765609741
73.8,3.67825765609741
73.82,3.70484614372253
73.84,3.89750504493713
73.86,3.89750504493713
73.88,3.89541339874268
73.9,3.87083265185356
73.92,3.84625190496445
73.94,3.82167115807533
73.96,3.79709041118622
73.98,3.7725096642971
74,3.74792891740799
74.02,3.72334817051888
74.04,3.69876742362976
74.06,3.64814731052944
74.08,3.59752719742911
74.1,3.54690708432879
74.12,3.49628697122846
74.14,3.44566685812814
74.16,3.39504674502781
74.18,3.39302253723145
74.2,3.39302253723145
74.22,3.6118597984314
74.24,3.61881375312805
74.26,3.6118597984314
74.28,3.59833574295044
74.3,3.58279523253441
74.32,3.58279523253441
74.34,3.58522647619247
74.36,3.58765771985054
74.38,3.59008896350861
74.4,3.59252020716667
74.42,3.59495145082474
74.44,3.5973826944828
74.46,3.59981393814087
74.48,3.60224518179893
74.5,3.604676425457
74.52,3.60710766911507
74.54,3.60953891277313
74.56,3.6119701564312
74.58,3.61440140008926
74.6,3.61683264374733
74.62,3.6192638874054
74.64,3.62169513106346
74.66,3.62412637472153
74.68,3.62655761837959
74.7,3.62898886203766
74.72,3.63142010569572
74.74,3.63385134935379
74.76,3.63628259301186
74.78,3.63871383666992
74.8,3.64114508032799
74.82,3.64357632398605
74.84,3.64600756764412
74.86,3.64843881130219
74.88,3.65087005496025
74.9,3.65330129861832
74.92,3.65573254227638
74.94,3.65816378593445
74.96,3.69233028093974
74.98,3.72649677594503
75,3.76066327095032
75.02,3.83982563018799
75.04,3.89373993873596
75.06,3.93153738975525
75.08,3.93153738975525
75.1,3.93040657043457
75.12,3.9253978729248
75.14,3.9253978729248
75.16,3.90695333480835
75.18,3.90695333480835
75.2,3.90724563598633
75.22,5.16696786880493
75.24,5.16696786880493
75.26,4.61389017105103
75.28,4.19453430175781
75.3,4.04360628128052
75.32,3.99820613861084
75.34,3.99820613861084
75.36,4.07152509689331
75.38,4.10068655014038
75.4,4.1178035736084
75.42,4.12695598602295
75.44,4.12695598602295
75.46,4.12100052833557
75.48,4.12100052833557
75.5,4.12143421173096
75.52,4.68397045135498
75.54,4.68397045135498
75.56,4.24509811401367
75.58,4.07451105117798
75.6,4.02046179771423
75.62,3.96641254425049
75.64,3.96090570363131
75.66,3.95539886301214
75.68,3.94989202239297
75.7,3.94438518177379
75.72,3.93887834115462
75.74,3.93337150053544
75.76,3.92786465991627
75.78,3.9223578192971
75.8,3.91685097867792
75.82,3.91134413805875
75.84,3.90583729743958
75.86,3.86228203773499
75.88,3.83428192138672
75.9,3.81033945083618
75.92,3.81033945083618
75.94,3.81033945083618
75.96,3.81656122207642
75.98,3.84470987319946
76,3.86784291267395
76.02,3.88087248802185
76.04,3.88087248802185
76.06,3.87453699111938
76.08,3.86427545547485
76.1,3.85365891456604
76.12,3.84426736831665
76.14,3.83393144607544
76.16,3.82089614868164
76.18,3.80768179893494
76.2,3.78823971748352
76.22,3.75522041320801
76.24,3.70922327041626
76.26,3.66595482826233
76.28,3.63572685858783
76.3,3.63572685858783
76.32,3.6409064320957
76.34,3.64608600560357
76.36,3.65126557911144
76.38,3.65644515261931
76.4,3.66162472612718
76.42,3.66680429963505
76.44,3.67198387314292
76.46,3.67716344665079
76.48,3.68234302015866
76.5,3.68752259366653
76.52,3.6927021671744
76.54,3.69788174068227
76.56,3.70306131419014
76.58,3.70824088769801
76.6,3.71342046120587
76.62,3.71860003471375
76.64,3.72532144714804
76.66,3.73204285958234
76.68,3.73876427201664
76.7,3.74548568445093
76.72,3.75220709688523
76.74,3.75892850931953
76.76,3.76564992175383
76.78,3.77237133418812
76.8,3.77909274662242
76.82,3.78581415905672
76.84,3.79253557149102
76.86,3.79925698392531
76.88,3.80597839635961
76.9,3.81269980879391
76.92,3.81942122122821
76.94,3.8261426336625
76.96,3.8328640460968
76.98,3.89081120491028
77,3.90357542037964
77.02,3.916339635849
77.04,3.98375654220581
77.06,3.98578405380249
77.08,3.98578405380249
77.1,3.97975397109985
77.12,3.97372388839722
77.14,3.96501731872559
77.16,3.95903420448303
77.18,3.95289707183838
77.2,3.94588828086853
77.22,3.94401264190674
77.24,3.91727645056588
77.26,3.89054025922503
77.28,3.86380406788417
77.3,3.83706787654332
77.32,3.81033168520246
77.34,3.78359549386161
77.36,3.75685930252075
77.38,3.69276785850525
77.4,3.69276785850525
77.42,3.98128938674927
77.44,4.0256462097168
77.46,4.07000303268433
77.48,4.09666633605957
77.5,4.09669876098633
77.52,4.09669876098633
77.54,3.96388554573059
77.56,3.95683397565569
77.58,3.94978240558079
77.6,3.94273083550589
77.62,3.935679265431
77.64,3.9286276953561
77.66,3.9215761252812
77.68,3.9215761252812
77.7,3.9145245552063
77.72,3.89592409133911
77.74,3.89592409133911
77.76,3.89646434783936
77.78,3.98378491401672
77.8,3.98378491401672
77.82,3.92547202110291
77.84,3.92282748222351
77.86,3.92282748222351
77.88,3.90385365486145
77.9,3.90123777206127
77.92,3.90123777206127
77.94,3.90324649443993
77.96,3.90525521681859
77.98,3.90726393919725
78,3.9092726615759
78.02,3.91128138395456
78.04,3.91329010633322
78.06,3.91529882871188
78.08,3.91730755109053
78.1,3.91931627346919
78.12,3.92132499584785
78.14,3.92333371822651
78.16,3.92534244060516
78.18,3.92735116298382
78.2,3.92935988536248
78.22,3.93136860774114
78.24,3.93337733011979
78.26,3.93538605249845
78.28,3.93739477487711
78.3,3.93940349725577
78.32,3.94141221963442
78.34,3.94342094201308
78.36,3.94542966439174
78.38,3.9474383867704
78.4,3.94944710914905
78.42,3.95145583152771
78.44,3.95951834321022
78.46,3.96758085489273
78.48,3.97564336657524
78.5,3.98370587825775
78.52,3.99176838994026
78.54,3.99983090162277
78.56,4.00789341330528
78.58,4.01595592498779
78.6,4.03672313690186
78.62,4.03672313690186
78.64,4.00044059753418
78.66,4.00044059753418
78.68,4.00044059753418
78.7,3.9588782787323
78.72,3.90338730812073
78.74,3.90059471130371
78.76,3.88314890861511
78.78,3.863924741745
78.8,3.84641170501709
78.82,3.83094120025635
78.84,3.81816673278809
78.86,3.81679964065552
78.88,3.79862928390503
78.9,3.79810309410095
78.92,3.79386353492737
78.94,3.77681756019592
78.96,3.76830506324768
78.98,3.76830506324768
79,3.82440781593323
79.02,3.84573531150818
79.04,3.86454200744629
79.06,3.86465430259705
79.08,3.86722302436829
79.1,3.89763289690018
79.12,3.92804276943207
79.14,3.95845264196396
79.16,3.98144793510437
79.18,3.98144793510437
79.2,3.98144793510437
79.22,3.99104690551758
79.24,3.99104690551758
79.26,3.98328524827957
79.28,3.95851004123688
79.3,3.93373483419418
79.32,3.90895962715149
79.34,3.8841844201088
79.36,3.8594092130661
79.38,3.83463400602341
79.4,3.80985879898071
79.42,3.78508359193802
79.44,3.76030838489532
79.46,3.73553317785263
79.48,3.73553317785263
79.5,3.86248159408569
79.52,3.8650107383728
79.54,3.8650107383728
79.56,3.85596799850464
79.58,3.84740018844604
79.6,3.83215117454529
79.62,3.82901835441589
79.64,3.82901835441589
79.66,3.82901835441589
79.68,3.82921671867371
79.7,3.96354198455811
79.72,4.06324148178101
79.74,4.12139320373535
79.76,4.12139320373535
79.78,3.89290356636047
79.8,3.73615479469299
79.82,3.68621587753296
79.84,3.62988996505737
79.86,3.58624410629272
79.88,3.56908249855042
79.9,3.55192089080811
79.92,3.52435564994812
79.94,3.51916046142578
79.96,3.51396527290344
79.98,3.5087700843811
80,3.50357489585876
80.02,3.49837970733643
80.04,3.43149280548096
80.06,3.42588925361633
80.08,3.42588925361633
80.1,3.44082546234131
80.12,3.44935536384583
80.14,3.4515266418457
80.16,3.45501303672791
80.18,3.45501303672791
80.2,3.44150471687317
80.22,3.43832421302795
80.24,3.43832421302795
80.26,3.44425868988037
80.28,3.44823455810547
80.3,3.44823455810547
80.32,3.44436144828796
80.34,3.44436144828796
80.36,3.53870272636414
80.38,3.60207843780518
80.4,3.61753523349762
80.42,3.61753523349762
80.44,3.62215971946716
80.46,3.62215971946716
80.48,3.52466702461243
80.5,3.47680330276489
80.52,3.45349454879761
80.54,3.44233131408691
80.56,3.44233131408691
80.58,3.70209765434265
80.6,3.90564465522766
80.62,3.90564465522766
80.64,3.708979845047
80.66,3.55254817008972
80.68,3.55254817008972
80.7,3.68553256988525
80.72,3.69275879859924
80.74,3.73598694801331
80.76,4.06250953674316
80.78,4.06250953674316
80.8,3.87843251228333
80.82,3.78543996810913
80.84,3.69264578819275
80.86,3.69264578819275
80.88,3.77174186706543
80.9,3.78527116775513
80.92,3.78527116775513
80.94,3.69674301147461
80.96,3.62569064564175
80.98,3.62569064564175
81,3.63438118828668
81.02,3.6430717309316
81.04,3.65176227357652
81.06,3.66045281622145
81.08,3.66914335886637
81.1,3.6778339015113
81.12,3.68652444415622
81.14,3.69521498680115
81.16,3.78276014328003
81.18,3.99356245994568
81.2,4.01268017292023
81.22,4.03179788589478
81.24,4.06359958648682
81.26,4.06359958648682
81.28,3.97600817680359
81.3,3.85465240478516
81.32,3.73329663276672
81.34,3.59785771369934
81.36,3.53237318992615
81.38,3.53237318992615
81.4,3.61918997764587
81.42,3.61918997764587
81.44,3.6104633808136
81.46,3.60970678329468
81.48,3.60895018577576
81.5,3.60819358825684
81.52,3.60743699073792
81.54,3.60668039321899
81.56,3.58228468894958
81.58,3.58084011077881
81.6,3.55568790435791
81.62,3.53767704963684
81.64,3.49860906600952
81.66,3.49285447597504
81.68,3.48709988594055
81.7,3.48134529590607
81.72,3.47559070587158
81.74,3.4572868347168
81.76,3.43084788322449
81.78,3.41035175323486
81.8,3.39460277557373
81.82,3.38291501998901
81.84,3.38291501998901
81.86,3.51024270057678
81.88,3.52641105651855
81.9,3.5283830165863
81.92,3.5283830165863
81.94,3.5045964717865
81.96,3.48502326011658
81.98,3.48502326011658
82,3.48701906204224
82.02,3.52608799934387
82.04,3.54306745529175
82.06,3.54556465148926
82.08,3.54556465148926
82.1,3.49744033813477
82.12,3.44709277153015
82.14,3.43906980752945
82.16,3.43906980752945
82.18,3.44059908390045
82.2,3.44212836027145
82.22,3.44212836027145
82.24,3.44365763664246
82.26,3.51850318908691
82.28,3.87158966064453
82.3,3.87158966064453
82.32,3.7471935749054
82.34,3.66933393478394
82.36,3.61129188537598
82.38,3.57111501693726
82.4,3.54466271400452
82.42,3.5212767124176
82.44,3.5212767124176
82.46,3.53468728065491
82.48,3.55789685249329
82.5,3.5838520526886
82.52,3.59489393234253
82.54,3.59489393234253
